,Ticker,Representative,Transaction,Amount,House,State,Party,Range,Date,OpenPrice,previous_seven_days,OpenPricePrevSevenDays,next_seven_days,OpenPriceNextSevenDays,previous_thirty_days,OpenPricePreviousThirtyDays,next_thirty_days,OpenPriceNextThirtyDays,previous_7_day_percent_change,next_7_day_percent_change,previous_30_day_percent_change,Next_12_days_present_percent_change,OpenPrice_spy,previous_seven_days_spy,OpenPricePrevSevenDays_spy,next_seven_days_spy,OpenPriceNextSevenDays_spy,previous_thirty_days_spy,OpenPricePrevThirtyDays_spy,next_thirty_days_spy,OpenPriceNextThirtyDays_spy,prev_7_days_spy_percent_change,next_7_days_spy_percent_change,prev_30_days_spy_percent_change,next_30_days_spy_percent_change
184,DVN,Kevin Hern,Purchase,15001,Representatives,Oklahoma,Republican,"$15,001-$50,000",3/31/22,60.08,3/24/22,61.5,4/7/22,58.99,3/1/22,60,4/12/22,61.45,-0.023089431,-0.018142477,0.001333333,0.022802929,457.89,3/24/22,445.94,4/6/22,446.89,3/3/22,440.47,4/12/22,443.08,0.026797327,-0.024023237,0.039548664,-0.032344013
185,TJX,Alan S. Lowenthal,Sale,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",4/6/22,60.91,3/30/22,63.38,4/13/22,63.07,3/7/22,62.44,4/18/22,62.42,-0.038971284,0.035462157,-0.024503523,0.024790675,446.89,3/30/22,460.34,4/12/22,443.08,3/9/22,425.14,4/19/22,437.86,-0.029217535,-0.008525588,0.051159618,-0.020206315
186,MFC,Joe Courtney,Sale,1001,Representatives,Connecticut,Democratic,"$1,001-$15,000",4/5/22,21.42,3/29/22,21.41,4/12/22,21.33,3/6/22,19.57,4/17/22,21.21,0.000467071,-0.004201681,0.094532448,-0.009803922,455.22,3/29/22,460.02,4/11/22,444.11,3/8/22,419.62,4/18/22,436.81,-0.010434329,-0.024405782,0.084838664,-0.040441984
187,JNJ,Kevin Hern,Purchase,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/8/22,172.04,3/1/22,163.04,3/15/22,173.33,2/6/22,168.3,3/20/22,179.73,0.055201178,0.007498256,0.022222222,0.044698907,419.62,3/1/22,435.04,3/14/22,420.89,2/7/22,449.51,3/18/22,438,-0.035445017,0.003026548,-0.066494627,0.043801535
188,JBI,Alan S. Lowenthal,Sale,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/24/22,9.53,3/17/22,9.17,3/31/22,9.11,2/22/22,10.01,4/5/22,9.07,0.039258451,-0.044071354,-0.047952048,-0.048268625,445.94,3/17/22,433.59,3/30/22,460.34,2/24/22,411.02,4/5/22,455.22,0.028483129,0.03229134,0.084959369,0.020809974
189,JBI,Alan S. Lowenthal,Sale,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/25/22,9.17,3/18/22,9.86,4/1/22,9.08,2/23/22,9.9,4/6/22,8.78,-0.069979716,-0.009814613,-0.073737374,-0.042529989,451.16,3/18/22,438,3/31/22,457.89,2/25/22,429.61,4/6/22,446.89,0.030045662,0.014917103,0.050161775,-0.009464492
190,IFF,Alan S. Lowenthal,Sale,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",4/4/22,134.54,3/28/22,129.61,4/11/22,123.71,3/5/22,134.83,4/16/22,128.23,0.038037188,-0.080496507,-0.002150857,-0.04690055,453.13,3/28/22,452.06,4/8/22,447.97,3/7/22,431.55,4/14/22,443.55,0.002366942,-0.011387461,0.050005793,-0.021141836
191,SPY,Robert J. Wittman,Sale,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/15/22,419.77,3/8/22,419.62,3/22/22,445.86,2/13/22,432.66,3/27/22,446.89,0.000357466,0.062153084,-0.029792447,0.064606808,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
192,HIG,Robert J. Wittman,Purchase,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/29/22,73.15,3/22/22,72.08,4/5/22,71.03,2/27/22,70.68,4/10/22,71.43,0.014844617,-0.028981545,0.034946237,-0.023513329,460.02,3/22/22,445.86,4/4/22,453.13,3/1/22,435.04,4/8/22,447.97,0.031758848,-0.01497761,0.057420007,-0.026194513
193,TLT,Robert J. Wittman,Purchase,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/29/22,130.56,3/22/22,128.96,4/5/22,130.76,2/27/22,137.68,4/10/22,126.43,0.012406948,0.001531863,-0.05171412,-0.031632966,460.02,3/22/22,445.86,4/4/22,453.13,3/1/22,435.04,4/8/22,447.97,0.031758848,-0.01497761,0.057420007,-0.026194513
194,GE,Robert J. Wittman,Purchase,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/29/22,93.02,3/22/22,95.24,4/5/22,91.66,2/27/22,93.79,4/10/22,89.37,-0.023309534,-0.014620512,-0.00820983,-0.039238873,460.02,3/22/22,445.86,4/4/22,453.13,3/1/22,435.04,4/8/22,447.97,0.031758848,-0.01497761,0.057420007,-0.026194513
195,CAT,Robert J. Wittman,Purchase,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/29/22,220.8,3/22/22,224.46,4/5/22,220,2/27/22,191.72,4/10/22,215.12,-0.016305801,-0.003623188,0.151679533,-0.025724638,460.02,3/22/22,445.86,4/4/22,453.13,3/1/22,435.04,4/8/22,447.97,0.031758848,-0.01497761,0.057420007,-0.026194513
196,SHYG,Robert J. Wittman,Purchase,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/8/22,43.55,3/1/22,44.17,3/15/22,43.05,2/6/22,44.08,3/20/22,43.5,-0.014036676,-0.011481056,-0.012023593,-0.001148106,419.62,3/1/22,435.04,3/14/22,420.89,2/7/22,449.51,3/18/22,438,-0.035445017,0.003026548,-0.066494627,0.043801535
197,TJX,Robert J. Wittman,Sale,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/15/22,61.76,3/8/22,58.17,3/22/22,61.43,2/13/22,60.92,3/27/22,60.91,0.061715661,-0.005343264,0.013788575,-0.013762953,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
198,ABT,Robert J. Wittman,Sale,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/15/22,117.5,3/8/22,117.91,3/22/22,121.89,2/13/22,118,3/27/22,119,-0.003477228,0.037361702,-0.004237288,0.012765957,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
199,RIO,Robert J. Wittman,Purchase,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/29/22,77.26,3/22/22,78.74,4/5/22,81.01,2/27/22,77.19,4/10/22,80.59,-0.018796038,0.048537406,0.000906853,0.043101217,460.02,3/22/22,445.86,4/4/22,453.13,3/1/22,435.04,4/8/22,447.97,0.031758848,-0.01497761,0.057420007,-0.026194513
200,IWB,Robert J. Wittman,Purchase,1001,Representatives,Oklahoma,Republican,"$1,001-$15,000",3/15/22,231.74,3/8/22,231.89,3/22/22,247.75,2/13/22,239.72,3/27/22,247.31,-0.000646858,0.069086045,-0.033288837,0.067187365,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
201,EXP,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,134.87,3/23/22,128.32,4/6/22,125.09,2/28/22,134.62,4/11/22,123.58,0.051044264,-0.072514273,0.001857079,-0.083710239,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
202,INTU,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,480.96,3/23/22,471.17,4/6/22,485.27,2/28/22,478.84,4/11/22,478.37,0.020778063,0.008961244,0.004427366,-0.005385063,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
203,SCCO,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/22/22,77.08,3/15/22,68,3/29/22,75.64,2/20/22,68.13,4/3/22,73.71,0.133529412,-0.018681889,0.131366505,-0.04372081,445.86,3/15/22,419.77,3/28/22,452.06,2/22/22,431.89,4/1/22,453.31,0.062153084,0.01390571,0.032346199,0.016709281
204,NOC,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,449.49,3/23/22,448,4/6/22,455,2/28/22,414.31,4/11/22,466.38,0.003325893,0.012258337,0.084912264,0.037575919,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
205,GNRC,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,318.28,3/23/22,318.05,4/6/22,308.76,2/28/22,316,4/11/22,285,0.000723157,-0.02991077,0.00721519,-0.104562021,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
206,HUMA,Tommy Tuberville,Purchase,15001,Senate,Alabama,Republican,"$15,001 - $50,000",3/30/22,6.75,3/23/22,6.41,4/6/22,6.89,2/28/22,5.68,4/11/22,6.58,0.053042122,0.020740741,0.188380282,-0.025185185,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
207,MASI,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,157.94,3/23/22,158.03,4/6/22,144.53,2/28/22,152.9,4/11/22,142.47,-0.000569512,-0.08490566,0.032962721,-0.097948588,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
208,TTE,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/3/22,52.59,2/24/22,54.66,3/10/22,50.28,2/1/22,57.1,3/15/22,49.54,-0.037870472,-0.043924701,-0.078984238,-0.057995817,440.47,2/24/22,411.02,3/9/22,425.14,2/2/22,455.5,3/15/22,419.77,0.071651015,-0.034803732,-0.032996707,-0.046995255
209,RIO,John Rutherford,Purchase,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/1/22,80.25,2/22/22,78.22,3/8/22,78.28,1/30/22,72.44,3/13/22,71.04,0.025952442,-0.024548287,0.107813363,-0.114766355,435.04,2/22/22,431.89,3/7/22,431.55,1/31/22,441.24,3/11/22,428.12,0.007293524,-0.008022251,-0.01405131,-0.015906583
210,ECOM,Tommy Tuberville,Purchase,15001,Senate,Alabama,Republican,"$15,001 - $50,000",3/21/22,17.15,3/14/22,15.75,3/28/22,15.88,2/19/22,21.19,4/2/22,15.87,0.088888889,-0.074052478,-0.19065597,-0.074635569,444.34,3/14/22,420.89,3/25/22,451.16,2/18/22,437.33,3/31/22,457.89,0.05571527,0.015348607,0.016029086,0.030494666
211,KEY,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,23.62,3/23/22,24.09,4/6/22,21.19,2/28/22,24.24,4/11/22,20.78,-0.01951017,-0.102878916,-0.025577558,-0.120237087,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
212,ECOM,Tommy Tuberville,Purchase,50001,Senate,Alabama,Republican,"$50,001 - $100,000",3/8/22,16.79,3/1/22,17.77,3/15/22,15.87,2/6/22,17.74,3/20/22,15.53,-0.055149128,-0.054794521,-0.053551297,-0.075044669,419.62,3/1/22,435.04,3/14/22,420.89,2/7/22,449.51,3/18/22,438,-0.035445017,0.003026548,-0.066494627,0.043801535
213,DEO,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,204.91,3/23/22,198.37,4/6/22,208.95,2/28/22,199.43,4/11/22,207.77,0.032968695,0.019715973,0.027478313,0.013957347,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
214,CE,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,146.33,3/23/22,143.11,4/6/22,141.47,2/28/22,138.37,4/11/22,143.92,0.022500175,-0.033212602,0.057526921,-0.016469623,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
215,NDAQ,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,180.96,3/23/22,177.15,4/6/22,180.4,2/28/22,170.62,4/11/22,182.38,0.021507197,-0.003094607,0.060602508,0.007847038,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
216,ROK,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,282.96,3/23/22,271.92,4/6/22,272.79,2/28/22,266.59,4/11/22,268.1,0.040600177,-0.035941476,0.061405154,-0.052516257,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
217,RF,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,23.18,3/23/22,23.16,4/6/22,21.21,2/28/22,23.44,4/11/22,20.85,0.000863558,-0.084987058,-0.01109215,-0.100517688,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
218,GOOG,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,2857.4,3/23/22,2782.77,4/6/22,2783.23,2/28/22,2665.69,4/11/22,2658,0.026818602,-0.025957164,0.07191759,-0.069783719,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
219,LMST,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,22,3/23/22,21.65,4/6/22,21.17,2/28/22,19.88,4/11/22,21.45,0.016166282,-0.037727273,0.106639839,-0.025,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
220,SNA,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,209.76,3/23/22,212.07,4/6/22,204.87,2/28/22,209.35,4/11/22,208.95,-0.01089263,-0.023312357,0.001958443,-0.003861556,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
221,AME,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,135.54,3/23/22,133.93,4/6/22,130.41,2/28/22,128.56,4/11/22,131.35,0.012021205,-0.037848606,0.054293715,-0.030913384,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
222,DHI,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,80.38,3/23/22,82.38,4/6/22,72.53,2/28/22,84.69,4/11/22,70.44,-0.024277737,-0.09766111,-0.050891487,-0.123662603,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
223,VMW,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,118.69,3/23/22,116.19,4/6/22,113.78,2/28/22,115.72,4/11/22,110.29,0.021516482,-0.04136827,0.025665399,-0.070772601,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
224,BIO,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,584.04,3/23/22,582.37,4/6/22,567.03,2/28/22,636.13,4/11/22,584.78,0.002867593,-0.029124717,-0.081885778,0.001267037,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
225,MKSI,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,162.08,3/23/22,150.33,4/6/22,130.76,2/28/22,149.44,4/11/22,121.01,0.078161378,-0.193237907,0.084582441,-0.253393386,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
226,WST,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/29/22,414.53,3/22/22,411.08,4/5/22,409.54,2/27/22,385.27,4/10/22,411.92,0.008392527,-0.012037729,0.075946739,-0.006296287,460.02,3/22/22,445.86,4/4/22,453.13,3/1/22,435.04,4/8/22,447.97,0.031758848,-0.01497761,0.057420007,-0.026194513
227,GOLD,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/23/22,24.4,3/16/22,23.58,3/30/22,24.65,2/21/22,22.88,4/4/22,25.09,0.034775233,0.010245902,0.066433566,0.028278689,446.91,3/16/22,429.89,3/29/22,460.02,2/23/22,432.66,4/4/22,453.13,0.039591523,0.029334765,0.032935793,0.013917791
228,GOLD,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/23/22,24.4,3/16/22,23.58,3/30/22,24.65,2/21/22,22.88,4/4/22,25.09,0.034775233,0.010245902,0.066433566,0.028278689,446.91,3/16/22,429.89,3/29/22,460.02,2/23/22,432.66,4/4/22,453.13,0.039591523,0.029334765,0.032935793,0.013917791
229,MSFT,Tommy Tuberville,Sale,15001,Senate,Alabama,Republican,"$15,001 - $50,000",3/22/22,299.8,3/15/22,280.35,3/29/22,313.91,2/20/22,294.31,4/3/22,310.09,0.069377564,0.04706471,0.0186538,0.034322882,445.86,3/15/22,419.77,3/28/22,452.06,2/22/22,431.89,4/1/22,453.31,0.062153084,0.01390571,0.032346199,0.016709281
230,NU,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/22/22,7.64,3/15/22,6.02,3/29/22,8.17,2/20/22,7.64,4/3/22,8.12,0.26910299,0.069371728,0,0.062827225,445.86,3/15/22,419.77,3/28/22,452.06,2/22/22,431.89,4/1/22,453.31,0.062153084,0.01390571,0.032346199,0.016709281
231,RMD,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,246.27,3/23/22,251.98,4/6/22,243.98,2/28/22,243.08,4/11/22,247,-0.022660529,-0.009298737,0.013123252,0.002964226,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
232,CDNS,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,165.01,3/23/22,158.92,4/6/22,160.62,2/28/22,151.2,4/11/22,157.2,0.038321168,-0.026604448,0.091335979,-0.047330465,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
233,MMC,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,171.63,3/23/22,162.45,4/6/22,169.49,2/28/22,153.32,4/11/22,172.6,0.056509695,-0.012468683,0.119423428,0.005651693,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
234,SPGI,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,416.39,3/23/22,411.66,4/6/22,407.53,2/28/22,379,4/11/22,411.23,0.011490065,-0.021278129,0.098654354,-0.012392228,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
235,VEEV,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,212.92,3/23/22,196.09,4/6/22,208.33,2/28/22,225.53,4/11/22,193.45,0.085827936,-0.021557392,-0.055912739,-0.091442795,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
236,CABO,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,1550.11,3/23/22,1518.31,4/6/22,1499.75,2/28/22,1451,4/11/22,1470.75,0.020944339,-0.032488017,0.068304618,-0.051196367,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
237,CP,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,82.5,3/23/22,81.42,4/6/22,77.55,2/28/22,69.8,4/11/22,74.56,0.013264554,-0.06,0.181948424,-0.096242424,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
238,CFG,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,48.46,3/23/22,49.45,4/6/22,42.58,2/28/22,51.1,4/11/22,41.64,-0.020020222,-0.121337185,-0.051663405,-0.140734626,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
239,REGN,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,700.05,3/23/22,693.04,4/6/22,692,2/28/22,611.54,4/11/22,736.64,0.010114856,-0.011499179,0.144732969,0.052267695,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
240,NU,Tommy Tuberville,Purchase,15001,Senate,Alabama,Republican,"$15,001 - $50,000",3/21/22,7.96,3/14/22,6.5,3/28/22,7.92,2/19/22,7.64,4/2/22,7.2,0.224615385,-0.005025126,0.041884817,-0.095477387,444.34,3/14/22,420.89,3/25/22,451.16,2/18/22,437.33,3/31/22,457.89,0.05571527,0.015348607,0.016029086,0.030494666
241,NFLX,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,389.55,3/23/22,379.77,4/6/22,374.15,2/28/22,387.33,4/11/22,350,0.025752429,-0.039532794,0.005731547,-0.101527403,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
242,BKE,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,36.34,3/23/22,37.24,4/6/22,32.82,2/28/22,36.16,4/11/22,32.65,-0.024167562,-0.096862961,0.004977876,-0.101541002,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
243,SIVB,Tommy Tuberville,Sale,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,592.37,3/23/22,579.69,4/6/22,519.89,2/28/22,595.08,4/11/22,498.21,0.02187376,-0.12235596,-0.00455401,-0.158954707,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
244,FGBI,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,24.3,3/23/22,23.46,4/6/22,23.94,2/28/22,20.93,4/11/22,22.84,0.035805627,-0.014814815,0.1610129,-0.060082305,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
245,GFI,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,15.33,3/23/22,15.92,4/6/22,14.79,2/28/22,13.74,4/11/22,15.71,-0.037060302,-0.035225049,0.115720524,0.024787997,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
246,TMO,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,592.53,3/23/22,581.6,4/6/22,579.17,2/28/22,545.12,4/11/22,598.52,0.018792985,-0.022547382,0.086971676,0.010109193,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
247,IT,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,304.83,3/23/22,297.72,4/6/22,293.08,2/28/22,281.63,4/11/22,296.74,0.023881499,-0.038546075,0.082377588,-0.026539383,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
248,MRK,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,81.84,3/23/22,79.3,4/6/22,84.36,2/28/22,75.83,4/11/22,88.32,0.032030265,0.030791789,0.079256231,0.079178886,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
249,BMO,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,119.61,3/23/22,118.4,4/6/22,117.91,2/28/22,112.2,4/11/22,114.98,0.010219595,-0.014212858,0.066042781,-0.038709138,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
250,HON,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,197.12,3/23/22,194.44,4/6/22,191.92,2/28/22,186.05,4/11/22,190.27,0.013783172,-0.02637987,0.059500134,-0.034750406,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
251,FITB,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,45.91,3/23/22,46.9,4/6/22,41.06,2/28/22,47.57,4/11/22,40.59,-0.021108742,-0.105641472,-0.034895943,-0.115878893,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
252,ABBV,Tommy Tuberville,Purchase,1001,Senate,Alabama,Republican,"$1,001 - $15,000",3/30/22,161.72,3/23/22,160.01,4/6/22,164.49,2/28/22,146.65,4/11/22,174.9,0.010686832,0.01712837,0.102761677,0.081498887,460.34,3/23/22,446.91,4/5/22,455.22,3/2/22,432.37,4/11/22,444.11,0.030050793,-0.011122214,0.064689965,-0.03525655
253,HD,Lloyd Doggett,Purchase,1001,Representatives,Texas,Democratic,"$1,001-$15,000",3/24/22,317.15,3/17/22,329.14,3/31/22,306.21,2/22/22,335.09,4/5/22,306.26,-0.036428268,-0.034494719,-0.053537856,-0.034337064,445.94,3/17/22,433.59,3/30/22,460.34,2/24/22,411.02,4/5/22,455.22,0.028483129,0.03229134,0.084959369,0.020809974
