,Ticker,Representative,Transaction,Amount,House,Range,Date,OpenPrice,previous_seven_days,OpenPricePrevSevenDays,next_seven_days,OpenPriceNextSevenDays,next_day,OpenPriceNextDay,next_2_day,OpenPriceNextDay2,next_3_day,OpenPriceNextDay3,next_4_day,OpenPriceNextDay4,next_5_day,OpenPriceNextDay5,next_6_day,OpenPriceNextDay6,next_7_day,OpenPriceNextDay7,next_seven_days_spy,OpenPriceNextSevenDays_spy,Stock_purchase_to_day1_perent_change,Stock_day1_to_day2_perent_change,Stock_day2_to_day3_perent_change,Stock_day3_to_day4_perent_change,Stock_day4_to_day5_perent_change,Stock_day5_to_day6_perent_change,Stock_day6_to_day7_perent_change,SPY_change_purchase_to_7_day
0,AAPL,Debbie Dingell,Sale,15001,Representatives,"$15,001-$50,000",4/18/22,163.92,4/11/22,168.71,4/25/22,161.12,4/19/22,165.02,4/20/22,168.76,4/21/22,168.91,4/22/22,166.46,4/23/22,161.12,4/24/22,161.12,4/25/22,161.12,4/22/22,436.91,0.006710591,0.02266392,0.000888836,-0.014504766,-0.032079779,0,0,-0.044802088
1,VZ,Mo Brooks,Sale,1001,Representatives,"$1,001-$15,000",4/11/22,53.87,4/4/22,52.02,4/18/22,53.76,4/12/22,53.87,4/13/22,53.59,4/14/22,54,4/15/22,53.44,4/16/22,53.79,4/17/22,53.79,4/18/22,53.76,4/18/22,436.81,0,-0.005197698,0.007650681,-0.01037037,0.006549401,0,-0.000557724,0.009975006
2,INTC,Dwight Evans,Purchase,1001,Representatives,"$1,001-$15,000",3/30/22,52.25,3/23/22,48.46,4/6/22,47.44,3/31/22,51.2,4/1/22,49.83,4/2/22,46.75,4/3/22,47.45,4/4/22,48.17,4/5/22,48.83,4/6/22,47.44,4/5/22,455.22,-0.020095694,-0.026757813,-0.061810155,0.014973262,0.015173867,0.013701474,-0.028466107,-0.026871443
3,ARKG,Dwight Evans,Sale,1001,Representatives,"$1,001-$15,000",3/25/22,45.94,3/18/22,44.12,4/1/22,46.46,3/26/22,46.79,3/27/22,46.46,3/28/22,44.82,3/29/22,46.1,3/30/22,48.12,3/31/22,46.79,4/1/22,46.46,3/31/22,457.89,0.018502394,-0.007052789,-0.035299182,0.028558679,0.043817787,-0.027639235,-0.007052789,0.008999025
4,KMI,Dwight Evans,Purchase,1001,Representatives,"$1,001-$15,000",3/30/22,19,3/23/22,18.07,4/6/22,19,3/31/22,18.98,4/1/22,19.03,4/2/22,18.73,4/3/22,18.52,4/4/22,19.3,4/5/22,19.24,4/6/22,19,4/5/22,455.22,-0.001052632,0.002634352,-0.015764582,-0.011211959,0.042116631,-0.003108808,-0.012474012,-0.026871443
5,GD,Dwight Evans,Purchase,1001,Representatives,"$1,001-$15,000",3/30/22,242,3/23/22,238.7,4/6/22,239.03,3/31/22,242.14,4/1/22,241.17,4/2/22,242.52,4/3/22,237.33,4/4/22,242.49,4/5/22,238.61,4/6/22,239.03,4/5/22,455.22,0.000578512,-0.004005947,0.005597711,-0.021400297,0.021741878,-0.01600066,0.001760194,-0.026871443
6,ARKK,Dwight Evans,Sale,1001,Representatives,"$1,001-$15,000",3/30/22,70.48,3/23/22,65.94,4/6/22,64.85,3/31/22,68.39,4/1/22,66.76,4/2/22,65.42,4/3/22,68.53,4/4/22,68.22,4/5/22,70.17,4/6/22,64.85,4/5/22,455.22,-0.029653802,-0.023833894,-0.020071899,0.047538979,-0.004523566,0.028583993,-0.075815876,-0.026871443
7,CE,Dwight Evans,Sale,1001,Representatives,"$1,001-$15,000",3/30/22,146.33,3/23/22,143.11,4/6/22,141.47,3/31/22,144,4/1/22,145.32,4/2/22,143.84,4/3/22,145.49,4/4/22,143.68,4/5/22,142.92,4/6/22,141.47,4/5/22,455.22,-0.015922914,0.009166667,-0.010184421,0.011471079,-0.012440718,-0.005289532,-0.010145536,-0.026871443
8,NEO,Dwight Evans,Sale,1001,Representatives,"$1,001-$15,000",3/30/22,12.52,3/23/22,17.38,4/6/22,11.93,3/31/22,12.84,4/1/22,12.45,4/2/22,17.61,4/3/22,12.73,4/4/22,12.43,4/5/22,12.54,4/6/22,11.93,4/5/22,455.22,0.025559105,-0.030373832,0.414457831,-0.277115275,-0.023566379,0.008849558,-0.048644338,-0.026871443
9,ARKG,Dwight Evans,Sale,1001,Representatives,"$1,001-$15,000",3/25/22,45.94,3/18/22,44.12,4/1/22,46.46,3/26/22,46.79,3/27/22,46.46,3/28/22,44.82,3/29/22,46.1,3/30/22,48.12,3/31/22,46.79,4/1/22,46.46,3/31/22,457.89,0.018502394,-0.007052789,-0.035299182,0.028558679,0.043817787,-0.027639235,-0.007052789,0.008999025
10,TWST,Dwight Evans,Sale,1001,Representatives,"$1,001-$15,000",3/30/22,50.27,3/23/22,48.54,4/6/22,49.81,3/31/22,49.81,4/1/22,49.5,4/2/22,45.5,4/3/22,48.37,4/4/22,53.61,4/5/22,54.75,4/6/22,49.81,4/5/22,455.22,-0.009150587,-0.00622365,-0.080808081,0.063076923,0.108331611,0.021264689,-0.090228311,-0.026871443
11,T,Jacky Rosen,Sale,1001,Senate,"$1,001 - $15,000",4/8/22,17.88,4/1/22,17.92,4/15/22,17.96,4/9/22,18.13,4/10/22,17.92,4/11/22,18.89,4/12/22,19.75,4/13/22,19.12,4/14/22,19.32,4/15/22,17.96,4/14/22,443.55,0.013982103,-0.011583012,0.054129464,0.045526734,-0.031898734,0.010460251,-0.070393375,-0.002343907
12,TSLA,Kim Dr Schrier,Sale,250001,Representatives,"$250,001-$1,000,000",3/22/22,930,3/15/22,775.27,3/29/22,1107.99,3/23/22,979.94,3/24/22,1009.73,3/25/22,1008,3/26/22,997.64,3/27/22,981.08,3/28/22,1065.1,3/29/22,1107.99,3/28/22,452.06,0.053698925,0.03039982,-0.001713329,-0.010277778,-0.016599174,0.085640315,0.040268519,0.026981564
13,AAPL,Kim Dr Schrier,Sale,500001,Representatives,"$500,001 ",3/22/22,165.51,3/15/22,150.9,3/29/22,176.69,3/23/22,167.99,3/24/22,171.06,3/25/22,173.88,3/26/22,168.02,3/27/22,167.39,3/28/22,172.17,3/29/22,176.69,3/28/22,452.06,0.014983989,0.018274897,0.016485444,-0.033701403,-0.003749554,0.028556067,0.026253122,0.026981564
14,TSLA,Kim Dr Schrier,Sale,250001,Representatives,"$250,001-$1,000,000",3/22/22,930,3/15/22,775.27,3/29/22,1107.99,3/23/22,979.94,3/24/22,1009.73,3/25/22,1008,3/26/22,997.64,3/27/22,981.08,3/28/22,1065.1,3/29/22,1107.99,3/28/22,452.06,0.053698925,0.03039982,-0.001713329,-0.010277778,-0.016599174,0.085640315,0.040268519,0.026981564
15,T,Jacky Rosen,Sale,1001,Senate,"$1,001 - $15,000",4/8/22,17.88,4/1/22,17.92,4/15/22,18.08,4/9/22,17.53,4/10/22,17.55,4/11/22,18.89,4/12/22,19.75,4/13/22,19.12,4/14/22,19.32,4/15/22,18.08,4/14/22,443.55,-0.019574944,0.001140901,0.076353276,0.045526734,-0.031898734,0.010460251,-0.064182195,-0.002343907
16,T,Jacky Rosen,Sale,1001,Senate,"$1,001 - $15,000",4/8/22,17.88,4/1/22,17.92,4/15/22,18.08,4/9/22,17.53,4/10/22,17.55,4/11/22,18.89,4/12/22,19.75,4/13/22,19.12,4/14/22,19.32,4/15/22,18.08,4/14/22,443.55,-0.019574944,0.001140901,0.076353276,0.045526734,-0.031898734,0.010460251,-0.064182195,-0.002343907
17,BDX,Jacky Rosen,Sale,1001,Senate,"$1,001 - $15,000",4/1/22,260.55,3/25/22,258.16,4/8/22,274.07,4/2/22,259.24,4/3/22,256.18,4/4/22,261.78,4/5/22,257.78,4/6/22,261.94,4/7/22,269.65,4/8/22,274.07,4/7/22,445.59,-0.005027826,-0.011803734,0.02185963,-0.015280006,0.016137792,0.029434222,0.016391619,-0.022567338
18,AAPL,Kim Dr Schrier,Sale,250001,Representatives,"$250,001-$1,000,000",3/22/22,165.51,3/15/22,150.9,3/29/22,176.69,3/23/22,167.99,3/24/22,171.06,3/25/22,173.88,3/26/22,177.5,3/27/22,172.36,3/28/22,172.17,3/29/22,176.69,3/28/22,452.06,0.014983989,0.018274897,0.016485444,0.020818956,-0.028957746,-0.001102344,0.026253122,0.026981564
19,USAC,Mark Dr Green,Sale,500001,Representatives,"$500,001 ",4/18/22,19.78,4/11/22,18.97,4/25/22,18.52,4/19/22,19.99,4/20/22,19.74,4/21/22,19.98,4/22/22,19.03,4/23/22,18.38,4/24/22,18.1,4/25/22,18.52,4/22/22,436.91,0.010616785,-0.012506253,0.012158055,-0.047547548,-0.034156595,-0.01523395,0.02320442,-0.044802088
20,ET,Mark Dr Green,Sale,250001,Representatives,"$250,001-$1,000,000",4/19/22,11.58,4/12/22,11.2,4/26/22,11.01,4/20/22,11.62,4/21/22,11.8,4/22/22,11.98,4/23/22,11.68,4/24/22,11.22,4/25/22,11.01,4/26/22,11.23,4/22/22,436.91,0.003454231,0.015490534,0.015254237,-0.025041736,-0.039383562,-0.018716578,0.019981835,-0.025359914
21,USAC,Mark Dr Green,Sale,100001,Representatives,"$100,001-250,000",4/14/22,19.3,4/7/22,18.57,4/21/22,19.98,4/15/22,19.99,4/16/22,19.74,4/17/22,19.98,4/18/22,19.78,4/19/22,19.99,4/20/22,19.74,4/21/22,19.98,4/21/22,448.54,0.035751295,-0.012506253,0.012158055,-0.01001001,0.010616785,-0.012506253,0.012158055,-0.0399504
22,AJG,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,158.78,3/9/22,153.16,3/23/22,166.95,3/17/22,162.52,3/18/22,166.01,3/19/22,185,3/20/22,180.17,3/21/22,167.32,3/22/22,166.77,3/23/22,166.95,3/22/22,445.86,0.023554604,0.02147428,0.114390699,-0.026108108,-0.07132153,-0.003287115,0.001079331,0.049477773
23,WPC,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,79.99,3/9/22,79.58,3/23/22,80.19,3/17/22,79.2,3/18/22,79.65,3/19/22,86,3/20/22,83.19,3/21/22,80.07,3/22/22,80.36,3/23/22,80.19,3/22/22,445.86,-0.009876235,0.005681818,0.079723792,-0.032674419,-0.037504508,0.003621831,-0.00211548,0.049477773
24,SO,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,68.44,3/9/22,68.27,3/23/22,68.8,3/17/22,68.58,3/18/22,68.56,3/19/22,76.28,3/20/22,76,3/21/22,68.25,3/22/22,68.96,3/23/22,68.8,3/22/22,445.86,0.002045587,-0.00029163,0.1126021,-0.003670687,-0.101973684,0.01040293,-0.002320186,0.049477773
25,TSN,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,86.07,3/9/22,93.86,3/23/22,86.81,3/17/22,87.06,3/18/22,88.43,3/19/22,98.68,3/20/22,95.32,3/21/22,87.36,3/22/22,86.65,3/23/22,86.81,3/22/22,445.86,0.011502266,0.015736274,0.11591089,-0.034049453,-0.083508183,-0.008127289,0.001846509,0.049477773
26,XOM,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,77.81,3/9/22,84.03,3/23/22,83.34,3/17/22,78.18,3/18/22,79.06,3/19/22,88.95,3/20/22,88.5,3/21/22,80.12,3/22/22,81.63,3/23/22,83.34,3/22/22,445.86,0.004755173,0.011256076,0.125094865,-0.005059022,-0.094689266,0.01884673,0.020948181,0.049477773
27,CAT,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,217.5,3/9/22,212.57,3/23/22,221.69,3/17/22,215.32,3/18/22,219.48,3/19/22,237.24,3/20/22,228,3/21/22,221,3/22/22,224.46,3/23/22,221.69,3/22/22,445.86,-0.010022989,0.019320082,0.080918535,-0.038947901,-0.030701754,0.015656109,-0.012340729,0.049477773
28,PEG,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,67.48,3/9/22,67,3/23/22,67.04,3/17/22,67.76,3/18/22,66.27,3/19/22,74.65,3/20/22,72.99,3/21/22,66.93,3/22/22,67.71,3/23/22,67.04,3/22/22,445.86,0.004149378,-0.021989374,0.126452392,-0.022237106,-0.083025072,0.011653967,-0.009895141,0.049477773
29,UPMKF,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,31.16,3/9/22,28.73,3/23/22,33.45,3/17/22,31.16,3/18/22,31.16,3/19/22,35.44,3/20/22,33.63,3/21/22,31.16,3/22/22,32.79,3/23/22,33.45,3/22/22,445.86,0,0,0.137355584,-0.051072235,-0.073446328,0.052310655,0.020128088,0.049477773
30,EVRG,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,64.59,3/9/22,64.34,3/23/22,65.1,3/17/22,64.52,3/18/22,65.04,3/19/22,72.52,3/20/22,71,3/21/22,64.83,3/22/22,65.17,3/23/22,65.1,3/22/22,445.86,-0.001083759,0.008059516,0.11500615,-0.020959735,-0.086901408,0.005244486,-0.001074114,0.049477773
31,RHHBY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,48,3/9/22,47.01,3/23/22,49.13,3/17/22,46.94,3/18/22,48.54,3/19/22,48.45,3/20/22,51.85,3/21/22,48.94,3/22/22,48.88,3/23/22,49.13,3/22/22,445.86,-0.022083333,0.034086067,-0.001854141,0.070175439,-0.056123433,-0.001225991,0.005114566,0.049477773
32,BCE,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,53.02,3/9/22,53.92,3/23/22,54.04,3/17/22,53.86,3/18/22,53.99,3/19/22,59.02,3/20/22,58.05,3/21/22,54.11,3/22/22,54.15,3/23/22,54.04,3/22/22,445.86,0.015843078,0.002413665,0.093165401,-0.016435107,-0.067872524,0.000739235,-0.002031394,0.049477773
33,CVS,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,107,3/9/22,104.54,3/23/22,107.48,3/17/22,106.65,3/18/22,108.5,3/19/22,106.1,3/20/22,103.38,3/21/22,107.78,3/22/22,108,3/23/22,107.48,3/22/22,445.86,-0.003271028,0.01734646,-0.022119816,-0.025636192,0.042561424,0.002041195,-0.004814815,0.049477773
34,AVGO,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,596.65,3/9/22,588.79,3/23/22,608,3/17/22,604.72,3/18/22,603.97,3/19/22,605.54,3/20/22,572.85,3/21/22,605.6,3/22/22,601.72,3/23/22,608,3/22/22,445.86,0.013525517,-0.001240243,0.002599467,-0.053984873,0.057170289,-0.006406869,0.010436748,0.049477773
35,WMT,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,145.39,3/9/22,140,3/23/22,143.14,3/17/22,144.45,3/18/22,145.18,3/19/22,159.92,3/20/22,156.75,3/21/22,145.43,3/22/22,144.61,3/23/22,143.14,3/22/22,445.86,-0.006465369,0.005053652,0.101529136,-0.019822411,-0.072216906,-0.005638451,-0.010165272,0.049477773
36,BTVCY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,20.43,3/9/22,20.16,3/23/22,21.33,3/17/22,21,3/18/22,21,3/19/22,23.01,3/20/22,21.82,3/21/22,21.31,3/22/22,21.64,3/23/22,21.33,3/22/22,445.86,0.027900147,0,0.095714286,-0.051716645,-0.023373052,0.015485687,-0.014325323,0.049477773
37,MRK,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,78.96,3/9/22,77.62,3/23/22,79.3,3/17/22,78.15,3/18/22,79.18,3/19/22,86.41,3/20/22,86.42,3/21/22,79.67,3/22/22,79.27,3/23/22,79.3,3/22/22,445.86,-0.010258359,0.013179782,0.091310937,0.000115727,-0.07810692,-0.00502071,0.000378453,0.049477773
38,ZURVY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,46.75,3/9/22,44.2,3/23/22,48.75,3/17/22,46.8,3/18/22,47.17,3/19/22,47.86,3/20/22,48.41,3/21/22,48.3,3/22/22,49.12,3/23/22,48.75,3/22/22,445.86,0.001069519,0.007905983,0.014627941,0.011491851,-0.002272258,0.016977226,-0.007532573,0.049477773
39,HPQ,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,35.27,3/9/22,36.4,3/23/22,37.9,3/17/22,35.4,3/18/22,34.77,3/19/22,39.24,3/20/22,37.54,3/21/22,36.9,3/22/22,37.97,3/23/22,37.9,3/22/22,445.86,0.003685852,-0.01779661,0.128559103,-0.04332314,-0.017048482,0.02899729,-0.001843561,0.049477773
40,DTEGY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,18.31,3/9/22,17.48,3/23/22,18.2,3/17/22,18.51,3/18/22,18.31,3/19/22,19.13,3/20/22,18.3,3/21/22,18.43,3/22/22,18.32,3/23/22,18.2,3/22/22,445.86,0.010922993,-0.01080497,0.044784271,-0.04338735,0.007103825,-0.00596853,-0.006550218,0.049477773
41,ASX,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,7.1,3/9/22,7.03,3/23/22,7.39,3/17/22,7.32,3/18/22,7.49,3/19/22,6.94,3/20/22,6.72,3/21/22,7.52,3/22/22,7.47,3/23/22,7.39,3/22/22,445.86,0.030985915,0.023224044,-0.073431242,-0.031700288,0.119047619,-0.006648936,-0.010709505,0.049477773
42,JNJ,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,175.46,3/9/22,170.01,3/23/22,175.23,3/17/22,175.21,3/18/22,177,3/19/22,183.93,3/20/22,179.73,3/21/22,174.66,3/22/22,175.83,3/23/22,175.23,3/22/22,445.86,-0.001424826,0.010216312,0.039152542,-0.022834774,-0.02820898,0.006698729,-0.003412387,0.049477773
43,PLD,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,153.4,3/9/22,149.18,3/23/22,158.02,3/17/22,153.73,3/18/22,156.26,3/19/22,174.4,3/20/22,162.57,3/21/22,160.45,3/22/22,160.15,3/23/22,158.02,3/22/22,445.86,0.002151239,0.016457425,0.11608857,-0.067832569,-0.013040536,-0.001869741,-0.013300031,0.049477773
44,CE,John Rutherford,Sale,15001,Representatives,"$15,001-$50,000",3/16/22,140.18,3/9/22,137.3,3/23/22,143.11,3/17/22,140.71,3/18/22,144.16,3/19/22,150.62,3/20/22,145.25,3/21/22,143.53,3/22/22,144.09,3/23/22,143.11,3/22/22,445.86,0.003780853,0.024518513,0.044811321,-0.035652636,-0.011841652,0.003901623,-0.006801305,0.049477773
45,NVS,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,84.83,3/9/22,80.98,3/23/22,85.34,3/17/22,84.93,3/18/22,85.92,3/19/22,91,3/20/22,91.96,3/21/22,86.6,3/22/22,85.85,3/23/22,85.34,3/22/22,445.86,0.001178828,0.011656658,0.059124767,0.010549451,-0.058286211,-0.008660508,-0.005940594,0.049477773
46,SNY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,51.85,3/9/22,51.03,3/23/22,51.51,3/17/22,51.91,3/18/22,51.63,3/19/22,56.13,3/20/22,55.75,3/21/22,51.48,3/22/22,51.71,3/23/22,51.51,3/22/22,445.86,0.001157184,-0.005393951,0.087158629,-0.006769998,-0.076591928,0.004467754,-0.003867724,0.049477773
47,BK,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,51.57,3/9/22,52.81,3/23/22,52.4,3/17/22,51.06,3/18/22,52.52,3/19/22,47.57,3/20/22,45.6,3/21/22,52.64,3/22/22,52.87,3/23/22,52.4,3/22/22,445.86,-0.009889471,0.028593811,-0.09424981,-0.041412655,0.154385965,0.004369301,-0.00888973,0.049477773
48,PM,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,93,3/9/22,95.22,3/23/22,92.72,3/17/22,93.5,3/18/22,94.19,3/19/22,103.37,3/20/22,101.49,3/21/22,94.55,3/22/22,94.29,3/23/22,92.72,3/22/22,445.86,0.005376344,0.007379679,0.097462576,-0.018187095,-0.068381121,-0.002749868,-0.016650758,0.049477773
49,MDT,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,105.97,3/9/22,106.04,3/23/22,108.33,3/17/22,107,3/18/22,109.73,3/19/22,114,3/20/22,108.53,3/21/22,109.04,3/22/22,109.02,3/23/22,108.33,3/22/22,445.86,0.009719732,0.025514019,0.038913697,-0.047982456,0.004699162,-0.000183419,-0.006329114,0.049477773
50,NSRGY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,124.94,3/9/22,122.99,3/23/22,127.22,3/17/22,125.12,3/18/22,127.79,3/19/22,129.18,3/20/22,128.95,3/21/22,130.2,3/22/22,128.7,3/23/22,127.22,3/22/22,445.86,0.001440692,0.021339514,0.01087722,-0.001780461,0.00969368,-0.011520737,-0.011499611,0.049477773
51,BLK,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,722.76,3/9/22,686.95,3/23/22,746.84,3/17/22,721.06,3/18/22,742.45,3/19/22,708.97,3/20/22,687,3/21/22,739.88,3/22/22,740.24,3/23/22,746.84,3/22/22,445.86,-0.002352095,0.02966466,-0.045093946,-0.030988617,0.076972344,0.000486565,0.008916027,0.049477773
52,TSCDY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,10.98,3/9/22,10.72,3/23/22,11.07,3/17/22,10.81,3/18/22,10.82,3/19/22,10.37,3/20/22,10.65,3/21/22,11.07,3/22/22,11.06,3/23/22,11.07,3/22/22,445.86,-0.015482696,0.000925069,-0.041589649,0.027000964,0.03943662,-0.000903342,0.000904159,0.049477773
53,MO,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,51.16,3/9/22,51.55,3/23/22,53.46,3/17/22,51.28,3/18/22,51.96,3/19/22,55.47,3/20/22,54.91,3/21/22,51.85,3/22/22,53.26,3/23/22,53.46,3/22/22,445.86,0.002345582,0.01326053,0.067551963,-0.010095547,-0.055727554,0.027193828,0.003755163,0.049477773
54,UGI,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,35.62,3/9/22,34.84,3/23/22,34.89,3/17/22,35.59,3/18/22,35.18,3/19/22,37.71,3/20/22,35.75,3/21/22,35.35,3/22/22,35.35,3/23/22,34.89,3/22/22,445.86,-0.000842223,-0.01152009,0.071915861,-0.051975603,-0.011188811,0,-0.01301273,0.049477773
55,SIEGY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,72.92,3/9/22,68.47,3/23/22,71.53,3/17/22,73.99,3/18/22,73.51,3/19/22,67.74,3/20/22,63.25,3/21/22,74.59,3/22/22,73.32,3/23/22,71.53,3/22/22,445.86,0.014673615,-0.006487363,-0.078492722,-0.066282846,0.179288538,-0.017026411,-0.02441353,0.049477773
56,BNPQY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,29.41,3/9/22,28.16,3/23/22,28.69,3/17/22,29.03,3/18/22,28.82,3/19/22,28.71,3/20/22,26.7,3/21/22,29.21,3/22/22,29.61,3/23/22,28.69,3/22/22,445.86,-0.012920775,-0.007233896,-0.003816794,-0.070010449,0.094007491,0.01369394,-0.031070584,0.049477773
57,SVNLY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,4.95,3/9/22,4.48,3/23/22,5.03,3/17/22,4.9,3/18/22,4.91,3/19/22,5.01,3/20/22,4.84,3/21/22,5.04,3/22/22,5.05,3/23/22,5.03,3/22/22,445.86,-0.01010101,0.002040816,0.020366599,-0.033932136,0.041322314,0.001984127,-0.003960396,0.049477773
58,EMN,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,107.79,3/9/22,107.81,3/23/22,109.92,3/17/22,105.99,3/18/22,107.04,3/19/22,112.4,3/20/22,107.96,3/21/22,108.62,3/22/22,110.98,3/23/22,109.92,3/22/22,445.86,-0.016699137,0.009906595,0.050074738,-0.039501779,0.006113375,0.021727122,-0.00955127,0.049477773
59,RTX,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,97.04,3/9/22,95.25,3/23/22,101.16,3/17/22,96.6,3/18/22,98,3/19/22,105.85,3/20/22,104.26,3/21/22,97.84,3/22/22,99.8,3/23/22,101.16,3/22/22,445.86,-0.004534213,0.014492754,0.080102041,-0.015021256,-0.061576827,0.020032706,0.013627255,0.049477773
60,VALE,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,17.91,3/9/22,18.72,3/23/22,19.87,3/17/22,18.25,3/18/22,18.55,3/19/22,18.34,3/20/22,19.39,3/21/22,19.63,3/22/22,19.89,3/23/22,19.87,3/22/22,445.86,0.018983808,0.016438356,-0.011320755,0.057251908,0.012377514,0.013245033,-0.00100553,0.049477773
61,PG,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,150.63,3/9/22,148.83,3/23/22,152.2,3/17/22,149.99,3/18/22,150.87,3/19/22,163.82,3/20/22,158.48,3/21/22,150.44,3/22/22,153.43,3/23/22,152.2,3/22/22,445.86,-0.004248822,0.005867058,0.085835488,-0.032596753,-0.050731954,0.019875033,-0.008016685,0.049477773
62,NNGPF,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,48.59,3/9/22,46.88,3/23/22,48.41,3/17/22,48.41,3/18/22,48.41,3/19/22,52.1,3/20/22,50.9,3/21/22,48.41,3/22/22,48.41,3/23/22,48.41,3/22/22,445.86,-0.003704466,0,0.076223921,-0.02303263,-0.04891945,0,0,0.049477773
63,SMFKY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,43.68,3/9/22,41.21,3/23/22,45.6,3/17/22,45.68,3/18/22,45.19,3/19/22,43.71,3/20/22,40.58,3/21/22,46.21,3/22/22,46.73,3/23/22,45.6,3/22/22,445.86,0.045787546,-0.010726795,-0.032750609,-0.071608328,0.138738295,0.011252976,-0.024181468,0.049477773
64,PSMMY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,60.47,3/9/22,61.08,3/23/22,58.73,3/17/22,59.11,3/18/22,59.48,3/19/22,59.12,3/20/22,56.46,3/21/22,59.94,3/22/22,60.61,3/23/22,58.73,3/22/22,445.86,-0.022490491,0.006259516,-0.006052455,-0.044993234,0.061636557,0.011177845,-0.031017984,0.049477773
65,TKOMY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,57.97,3/9/22,54.42,3/23/22,61.7,3/17/22,58.26,3/18/22,59.89,3/19/22,54.52,3/20/22,54.32,3/21/22,59.93,3/22/22,63.13,3/23/22,61.7,3/22/22,445.86,0.005002588,0.02797803,-0.089664385,-0.003668379,0.103276878,0.053395628,-0.022651671,0.049477773
66,IBDRY,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,43.23,3/9/22,42.5,3/23/22,42.19,3/17/22,43,3/18/22,42.76,3/19/22,46.08,3/20/22,45.59,3/21/22,43.37,3/22/22,42.64,3/23/22,42.19,3/22/22,445.86,-0.005320379,-0.005581395,0.077642657,-0.010633681,-0.048694889,-0.016831911,-0.010553471,0.049477773
67,HD,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,331.58,3/9/22,320,3/23/22,326.9,3/17/22,329.14,3/18/22,333.63,3/19/22,317,3/20/22,303,3/21/22,338.04,3/22/22,329.32,3/23/22,326.9,3/22/22,445.86,-0.007358707,0.013641611,-0.049845637,-0.044164038,0.115643564,-0.025795764,-0.007348476,0.049477773
68,BTI,John Rutherford,Sale,1001,Representatives,"$1,001-$15,000",3/16/22,40.12,3/9/22,40.51,3/23/22,42.32,3/17/22,40.91,3/18/22,41.62,3/19/22,43.69,3/20/22,42.91,3/21/22,42.03,3/22/22,42.92,3/23/22,42.32,3/22/22,445.86,0.019690927,0.01735517,0.049735704,-0.017853056,-0.02050804,0.021175351,-0.013979497,0.049477773
