,Ticker,Representative,Transaction,Amount,House,Range,Date,OpenPrice,previous_seven_days,OpenPricePrevSevenDays,next_seven_days,OpenPriceNextSevenDays,next_day,OpenPriceNextDay,next_2_day,OpenPriceNextDay2,next_3_day,OpenPriceNextDay3,next_4_day,OpenPriceNextDay4,next_5_day,OpenPriceNextDay5,next_6_day,OpenPriceNextDay6,next_7_day,OpenPriceNextDay7,next_seven_days_spy,OpenPriceNextSevenDays_spy,Stock_purchase_to_day1_perent_change,Stock_day1_to_day2_perent_change,Stock_day2_to_day3_perent_change,Stock_day3_to_day4_perent_change,Stock_day4_to_day5_perent_change,Stock_day5_to_day6_perent_change,Stock_day6_to_day7_perent_change,SPY_change_purchase_to_7_day
515,OKE,Kevin Hern,Purchase,1001,Representatives,"$1,001-$15,000",2/14/22,64.22,2/7/22,62.89,2/21/22,69,2/15/22,62.32,2/16/22,62.88,2/17/22,62.66,2/18/22,61.97,2/19/22,62.88,2/20/22,62.66,2/21/22,69,2/18/22,437.33,-0.029585799,0.008985879,-0.003498728,-0.01101181,0.014684525,-0.003498728,0.101180977,-0.065693763
516,SNAP,Kathy Manning,Purchase,1001,Representatives,"$1,001-$15,000",2/17/22,40.45,2/10/22,38.51,2/24/22,34.95,2/18/22,39.61,2/19/22,38.96,2/20/22,40.45,2/21/22,39.61,2/22/22,37.75,2/23/22,37.19,2/24/22,34.95,2/24/22,411.02,-0.020766378,-0.016409997,0.038244353,-0.020766378,-0.046957839,-0.014834437,-0.060231245,-0.018455846
517,AMT,Alan S. Lowenthal,Sale,1001,Representatives,"$1,001-$15,000",2/25/22,231.7,2/18/22,228.82,3/4/22,233.97,2/26/22,228.82,2/27/22,233.4,2/28/22,231.15,3/1/22,228,3/2/22,228.31,3/3/22,233.48,3/4/22,233.97,3/3/22,440.47,-0.012429866,0.020015733,-0.009640103,-0.013627515,0.001359649,0.02264465,0.002098681,-0.023253649
518,GOOGL,James R. Langevin,Purchase,1001,Representatives,"$1,001-$15,000",2/11/22,2772,2/4/22,2868.89,2/18/22,2669.34,2/12/22,2669.34,2/13/22,2732.93,2/14/22,2665.13,2/15/22,2751.41,2/16/22,2732.93,2/17/22,2724.86,2/18/22,2669.34,2/17/22,443.22,-0.037034632,0.023822368,-0.024808539,0.032373655,-0.006716556,-0.002952875,-0.020375359,-0.037271089
519,GNRC,James R. Langevin,Purchase,1001,Representatives,"$1,001-$15,000",2/11/22,289.85,2/4/22,276.97,2/18/22,304.15,2/12/22,304.15,2/13/22,298.59,2/14/22,274.01,2/15/22,276.22,2/16/22,298.59,2/17/22,311.56,2/18/22,304.15,2/17/22,443.22,0.049335863,-0.018280454,-0.082320238,0.008065399,0.08098617,0.04343749,-0.023783541,-0.037271089
520,ISRG,Kathy Manning,Purchase,1001,Representatives,"$1,001-$15,000",2/23/22,284.95,2/16/22,289,3/2/22,294.15,2/24/22,266.22,2/25/22,289.08,2/26/22,283.24,2/27/22,285,2/28/22,290.21,3/1/22,289.96,3/2/22,294.15,3/1/22,435.04,-0.06573083,0.08586883,-0.02020202,0.006213812,0.018280702,-0.000861445,0.014450269,-0.002103268
521,BABA,James R. Langevin,Sale,50001,Representatives,"$50,001-$100,000",2/11/22,125.33,2/4/22,121.27,2/18/22,120.88,2/12/22,100.07,2/13/22,107.89,2/14/22,120.56,2/15/22,123.77,2/16/22,125.61,2/17/22,125,2/18/22,120.88,2/17/22,443.22,-0.201547914,0.078145298,0.117434424,0.026625747,0.014866284,-0.004856301,-0.03296,-0.037271089
522,ADSK,Alan S. Lowenthal,Sale,1001,Representatives,"$1,001-$15,000",2/24/22,204.13,2/17/22,231.3,3/3/22,219.45,2/25/22,218.18,2/26/22,218.18,2/27/22,227.66,2/28/22,218.19,3/1/22,220.94,3/2/22,216.34,3/3/22,219.45,3/2/22,432.37,0.068828688,0,0.043450362,-0.041597119,0.012603694,-0.020820132,0.01437552,0.049948908
523,ADSK,Alan S. Lowenthal,Sale,1001,Representatives,"$1,001-$15,000",3/3/22,219.45,2/24/22,204.13,3/10/22,199.88,3/4/22,209,3/5/22,218.18,3/6/22,227.66,3/7/22,207.9,3/8/22,197.7,3/9/22,202.71,3/10/22,199.88,3/9/22,425.14,-0.047619048,0.043923445,0.043450362,-0.086796099,-0.049062049,0.025341426,-0.013960831,-0.044452517
524,FB,Kathy Manning,Sale,50001,Representatives,"$50,001-$100,000",2/18/22,209.39,2/11/22,228.46,2/25/22,204.94,2/19/22,202.37,2/20/22,204.94,2/21/22,219.31,2/22/22,202.34,2/23/22,204.16,2/24/22,191.06,2/25/22,204.94,2/25/22,429.61,-0.033525956,0.012699511,0.070118083,-0.077379052,0.008994761,-0.064165361,0.072647336,-0.01134155
525,NVDA,Kathy Manning,Purchase,1001,Representatives,"$1,001-$15,000",2/18/22,246.68,2/11/22,259.16,2/25/22,237.21,2/19/22,233.84,2/20/22,237.21,2/21/22,239.34,2/22/22,230.35,2/23/22,238.02,2/24/22,210.15,2/25/22,237.21,2/25/22,429.61,-0.05205124,0.014411563,0.008979385,-0.037561628,0.033297157,-0.117091001,0.128765168,-0.01134155
526,NOW,Kathy Manning,Purchase,15001,Representatives,"$15,001-$50,000",2/18/22,565.96,2/11/22,603.45,2/25/22,568.96,2/19/22,555.49,2/20/22,568.96,2/21/22,578.87,2/22/22,544.07,2/23/22,550.15,2/24/22,508.25,2/25/22,568.96,2/25/22,429.61,-0.018499541,0.024248861,0.017417745,-0.060117125,0.011175033,-0.076161047,0.11944909,-0.01134155
527,BABA,James R. Langevin,Sale,1001,Representatives,"$1,001-$15,000",2/11/22,125.33,2/4/22,121.27,2/18/22,120.88,2/12/22,100.29,2/13/22,107.89,2/14/22,120.56,2/15/22,123.77,2/16/22,125.61,2/17/22,125,2/18/22,120.88,2/17/22,443.22,-0.199792548,0.075780237,0.117434424,0.026625747,0.014866284,-0.004856301,-0.03296,-0.037271089
528,ADBE,Kathy Manning,Purchase,1001,Representatives,"$1,001-$15,000",2/18/22,458.69,2/11/22,497.92,2/25/22,465.39,2/19/22,455.49,2/20/22,465.39,2/21/22,473.2,2/22/22,440.35,2/23/22,447.78,2/24/22,418.59,2/25/22,465.39,2/25/22,429.61,-0.006976389,0.021734835,0.016781624,-0.069420964,0.016872942,-0.065188262,0.111803913,-0.01134155
529,FNV,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,148.78,2/21/22,134.8,3/7/22,159.06,3/1/22,148.01,3/2/22,148.52,3/3/22,151.66,3/4/22,154,3/5/22,144.88,3/6/22,149.63,3/7/22,159.06,3/4/22,431.75,-0.005175427,0.003445713,0.021141934,0.01542925,-0.059220779,0.032785754,0.063022121,-0.015947967
530,GS,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,340.25,2/21/22,368.55,3/7/22,326.82,3/1/22,337.4,3/2/22,331.6,3/3/22,338.87,3/4/22,327,3/5/22,347.57,3/6/22,328.57,3/7/22,326.82,3/4/22,431.75,-0.008376194,-0.017190279,0.021924005,-0.035028182,0.062905199,-0.054665247,-0.00532611,-0.015947967
531,LVMHF,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,731.85,2/21/22,797.85,3/7/22,642,3/1/22,718.17,3/2/22,706.75,3/3/22,708,3/4/22,650,3/5/22,762.87,3/6/22,696,3/7/22,642,3/4/22,431.75,-0.018692355,-0.015901527,0.001768659,-0.081920904,0.173646154,-0.087655826,-0.077586207,-0.015947967
532,VZ,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,53.8,2/21/22,52.95,3/7/22,54.75,3/1/22,53.5,3/2/22,53.67,3/3/22,54.38,3/4/22,54.43,3/5/22,53.9,3/6/22,52.97,3/7/22,54.75,3/4/22,431.75,-0.005576208,0.00317757,0.013228992,0.000919456,-0.009737277,-0.017254174,0.033603927,-0.015947967
533,NKE,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,137.06,2/21/22,144.76,3/7/22,131,3/1/22,136.72,3/2/22,132.98,3/3/22,136.74,3/4/22,132.51,3/5/22,139.66,3/6/22,133,3/7/22,131,3/4/22,431.75,-0.002480665,-0.027355178,0.028274929,-0.03093462,0.053958192,-0.04768724,-0.015037594,-0.015947967
534,NSRGY,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,130.04,2/21/22,129.1,3/7/22,122.33,3/1/22,131.05,3/2/22,129.39,3/3/22,128.88,3/4/22,126.66,3/5/22,130.78,3/6/22,125.64,3/7/22,122.33,3/4/22,431.75,0.007766841,-0.012666921,-0.003941572,-0.017225326,0.032528028,-0.039302646,-0.026345113,-0.015947967
535,GH,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,65.68,2/21/22,73.79,3/7/22,58.18,3/1/22,66.52,3/2/22,66.04,3/3/22,66.39,3/4/22,60.32,3/5/22,63.15,3/6/22,58.77,3/7/22,58.18,3/4/22,431.75,0.012789281,-0.007215875,0.005299818,-0.091429432,0.046916446,-0.06935867,-0.010039136,-0.015947967
536,PI,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,67.84,2/21/22,68.52,3/7/22,60.89,3/1/22,68.08,3/2/22,67.17,3/3/22,70,3/4/22,64.27,3/5/22,67,3/6/22,60.33,3/7/22,60.89,3/4/22,431.75,0.003537736,-0.013366627,0.042131904,-0.081857143,0.04247705,-0.099552239,0.009282281,-0.015947967
537,ASML,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,647.65,2/21/22,657.54,3/7/22,617.39,3/1/22,660.21,3/2/22,642.59,3/3/22,652.02,3/4/22,603.7,3/5/22,651.08,3/6/22,600.29,3/7/22,617.39,3/4/22,431.75,0.019393191,-0.026688478,0.014674987,-0.074108156,0.07848269,-0.078008847,0.028486232,-0.015947967
538,NVS,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,86.99,2/21/22,86.17,3/7/22,83.83,3/1/22,88.1,3/2/22,86.78,3/3/22,87.27,3/4/22,84.33,3/5/22,87.39,3/6/22,85.14,3/7/22,83.83,3/4/22,431.75,0.012760087,-0.014982974,0.005646462,-0.033688553,0.036286019,-0.025746653,-0.015386422,-0.015947967
539,ILMN,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,325.38,2/21/22,342.97,3/7/22,323,3/1/22,325.88,3/2/22,333.14,3/3/22,334.7,3/4/22,328.1,3/5/22,322.12,3/6/22,310.86,3/7/22,323,3/4/22,431.75,0.001536665,0.022278139,0.004682716,-0.019719151,-0.018226151,-0.034955917,0.03905295,-0.015947967
540,AMZN,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,3048.5,2/21/22,3162.69,3/7/22,2908.87,3/1/22,3054.65,3/2/22,3016.98,3/3/22,3070.63,3/4/22,2943.18,3/5/22,3033.01,3/6/22,2796.75,3/7/22,2908.87,3/4/22,431.75,0.002017386,-0.012332018,0.017782683,-0.04150614,0.030521409,-0.077896215,0.040089389,-0.015947967
541,PEP,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,164.04,2/21/22,168.06,3/7/22,164.07,3/1/22,163.07,3/2/22,162.98,3/3/22,163.97,3/4/22,162,3/5/22,169.12,3/6/22,165.71,3/7/22,164.07,3/4/22,431.75,-0.005913192,-0.00055191,0.006074365,-0.012014393,0.043950617,-0.020163198,-0.009896808,-0.015947967
542,GOOG,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,2665.69,2/21/22,2775,3/7/22,2638.08,3/1/22,2689.6,3/2/22,2692.17,3/3/22,2719.57,3/4/22,2667.65,3/5/22,2621.57,3/6/22,2500,3/7/22,2638.08,3/4/22,431.75,0.008969535,0.000955532,0.010177663,-0.019091253,-0.01727363,-0.046372975,0.055232,-0.015947967
543,ACN,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,318.69,2/21/22,343.94,3/7/22,313.18,3/1/22,317,3/2/22,315.42,3/3/22,322.84,3/4/22,314.55,3/5/22,322.77,3/6/22,302.35,3/7/22,313.18,3/4/22,431.75,-0.005302959,-0.004984227,0.02352419,-0.025678355,0.02613257,-0.063264864,0.035819415,-0.015947967
544,UNH,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,465.85,2/21/22,484.68,3/7/22,500,3/1/22,470.89,3/2/22,478.19,3/3/22,486,3/4/22,480.69,3/5/22,467.19,3/6/22,449.52,3/7/22,500,3/4/22,431.75,0.010818933,0.015502559,0.01633242,-0.010925926,-0.028084628,-0.037821871,0.112297562,-0.015947967
545,COST,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,514.3,2/21/22,518.4,3/7/22,523.45,3/1/22,519.46,3/2/22,524,3/3/22,534.49,3/4/22,519.5,3/5/22,502.94,3/6/22,483.27,3/7/22,523.45,3/4/22,431.75,0.010033055,0.008739845,0.020019084,-0.028045426,-0.031876805,-0.039110033,0.083141929,-0.015947967
546,CDNS,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,151.2,2/21/22,149,3/7/22,154.94,3/1/22,151.69,3/2/22,152.02,3/3/22,158.52,3/4/22,153.15,3/5/22,150.23,3/6/22,138.42,3/7/22,154.94,3/4/22,431.75,0.003240741,0.002175489,0.042757532,-0.033875852,-0.019066275,-0.078612794,0.119346915,-0.015947967
547,TJX,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,65.4,2/21/22,70.45,3/7/22,62.44,3/1/22,66.16,3/2/22,64.44,3/3/22,66.03,3/4/22,64.92,3/5/22,60.92,3/6/22,61.51,3/7/22,62.44,3/4/22,431.75,0.011620795,-0.025997582,0.024674115,-0.016810541,-0.061614295,0.009684833,0.015119493,-0.015947967
548,AAPL,Donald Sternoff Beyer Jr.,Sale,50001,Representatives,"$50,001-$100,000",2/28/22,163.06,2/21/22,172.33,3/7/22,163.36,3/1/22,164.7,3/2/22,164.39,3/3/22,168.47,3/4/22,164.49,3/5/22,165.54,3/6/22,152.58,3/7/22,163.36,3/4/22,431.75,0.010057647,-0.00188221,0.024819028,-0.023624384,0.006383367,-0.078289235,0.070651462,-0.015947967
549,REGN,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,611.54,2/21/22,620.57,3/7/22,618.43,3/1/22,615.39,3/2/22,604.88,3/3/22,618.58,3/4/22,604.23,3/5/22,625,3/6/22,603.4,3/7/22,618.43,3/4/22,431.75,0.006295582,-0.017078601,0.02264912,-0.023198293,0.034374328,-0.03456,0.02490885,-0.015947967
550,NVDA,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,239.92,2/21/22,259.16,3/7/22,228.17,3/1/22,242.91,3/2/22,237.56,3/3/22,242.62,3/4/22,233.84,3/5/22,238.02,3/6/22,210.15,3/7/22,228.17,3/4/22,431.75,0.012462487,-0.022024618,0.021299882,-0.036188278,0.01787547,-0.117091001,0.085748275,-0.015947967
551,SNV,Greg Steube,Purchase,1001,Representatives,"$1,001-$15,000",2/23/22,52.23,2/16/22,52.85,3/2/22,50.11,2/24/22,48.93,2/25/22,50.3,2/26/22,51.83,2/27/22,49.78,2/28/22,50.27,3/1/22,51.78,3/2/22,50.11,3/1/22,435.04,-0.063182079,0.027999183,0.030417495,-0.039552383,0.009843311,0.030037796,-0.032251835,-0.002103268
552,MSCI,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,504.87,2/21/22,543.5,3/7/22,497.2,3/1/22,502.27,3/2/22,506.62,3/3/22,516.25,3/4/22,505.2,3/5/22,504.87,3/6/22,502.27,3/7/22,497.2,3/4/22,431.75,-0.005149841,0.008660681,0.01900833,-0.021404358,-0.000653207,-0.005149841,-0.010094172,-0.015947967
553,CGNX,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,66.24,2/21/22,64.51,3/7/22,67.37,3/1/22,67.32,3/2/22,66.93,3/3/22,68.1,3/4/22,67.3,3/5/22,66.24,3/6/22,67.32,3/7/22,67.37,3/4/22,431.75,0.016304348,-0.005793226,0.01748095,-0.01174743,-0.015750371,0.016304348,0.000742721,-0.015947967
554,SQ,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/10/22,109.25,2/3/22,107,2/17/22,110.24,2/11/22,112.59,2/12/22,124.93,2/13/22,123.13,2/14/22,107.79,2/15/22,113.02,2/16/22,113.95,2/17/22,110.24,2/16/22,443.93,0.030572082,0.109601208,-0.014408069,-0.124583773,0.048520271,0.008228632,-0.03255814,-0.043093898
555,IAU,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,36.42,2/21/22,34.27,3/7/22,37.55,3/1/22,36.47,3/2/22,36.68,3/3/22,36.65,3/4/22,37.1,3/5/22,35.26,3/6/22,35.32,3/7/22,37.55,3/4/22,431.75,0.001372872,0.005758157,-0.000817884,0.012278308,-0.049595687,0.001701645,0.063137033,-0.015947967
556,TGT,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,197.36,2/21/22,214.25,3/7/22,224.1,3/1/22,226.83,3/2/22,222,3/3/22,226.12,3/4/22,222.73,3/5/22,209.32,3/6/22,206.88,3/7/22,224.1,3/4/22,431.75,0.149321038,-0.02129348,0.018558559,-0.01499204,-0.060207426,-0.011656793,0.083236659,-0.015947967
557,DIS,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,147.83,2/21/22,140,3/7/22,140.28,3/1/22,147.86,3/2/22,146.31,3/3/22,147.31,3/4/22,144.01,3/5/22,153.54,3/6/22,154.98,3/7/22,140.28,3/4/22,431.75,0.000202936,-0.010482889,0.006834803,-0.022401738,0.06617596,0.009378664,-0.094850949,-0.015947967
558,CYRX,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,34.46,2/21/22,38.98,3/7/22,32.98,3/1/22,34.34,3/2/22,34.27,3/3/22,34.75,3/4/22,33.54,3/5/22,38.41,3/6/22,37.72,3/7/22,32.98,3/4/22,431.75,-0.003482298,-0.002038439,0.01400642,-0.034820144,0.145199761,-0.017964072,-0.125662778,-0.015947967
559,ENLC,Mark Dr Green,Purchase,15001,Representatives,"$15,001-$50,000",2/14/22,9,2/7/22,8.33,2/21/22,10.07,2/15/22,8.34,2/16/22,8.46,2/17/22,8.59,2/18/22,8.49,2/19/22,8.34,2/20/22,8.46,2/21/22,10.07,2/18/22,437.33,-0.073333333,0.014388489,0.01536643,-0.011641444,-0.017667845,0.014388489,0.190307329,-0.065693763
560,ENLC,Mark Dr Green,Purchase,1001,Representatives,"$1,001-$15,000",2/18/22,8.49,2/11/22,8.47,2/25/22,8.02,2/19/22,8.34,2/20/22,8.46,2/21/22,8.59,2/22/22,8.62,2/23/22,8.22,2/24/22,8.24,2/25/22,8.02,2/25/22,429.61,-0.017667845,0.014388489,0.01536643,0.003492433,-0.046403712,0.00243309,-0.026699029,-0.01134155
561,ENLC,Mark Dr Green,Purchase,1001,Representatives,"$1,001-$15,000",2/18/22,8.49,2/11/22,8.47,2/25/22,8.02,2/19/22,8.34,2/20/22,8.46,2/21/22,8.59,2/22/22,8.62,2/23/22,8.22,2/24/22,8.24,2/25/22,8.02,2/25/22,429.61,-0.017667845,0.014388489,0.01536643,0.003492433,-0.046403712,0.00243309,-0.026699029,-0.01134155
562,TRNO,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,69.69,2/21/22,71.14,3/7/22,70.39,3/1/22,68.47,3/2/22,68.51,3/3/22,69.34,3/4/22,69.23,3/5/22,68.5,3/6/22,65.4,3/7/22,70.39,3/4/22,431.75,-0.017506098,0.000584197,0.01211502,-0.001586386,-0.010544562,-0.045255474,0.076299694,-0.015947967
563,KAI,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,189.28,2/21/22,208.61,3/7/22,197.04,3/1/22,196.01,3/2/22,189.82,3/3/22,198.98,3/4/22,198.78,3/5/22,197,3/6/22,187.54,3/7/22,197.04,3/4/22,431.75,0.03555579,-0.031580021,0.048256243,-0.001005126,-0.008954623,-0.048020305,0.05065586,-0.015947967
564,JPM,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,143.55,2/21/22,155.61,3/7/22,132.17,3/1/22,140.04,3/2/22,137.29,3/3/22,139.84,3/4/22,134.94,3/5/22,153.12,3/6/22,142.94,3/7/22,132.17,3/4/22,431.75,-0.024451411,-0.019637247,0.018573822,-0.035040046,0.134726545,-0.066483804,-0.075346299,-0.015947967
565,ROP,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,446.19,2/21/22,442.84,3/7/22,454.27,3/1/22,449.21,3/2/22,449.26,3/3/22,453.82,3/4/22,447.6,3/5/22,440.52,3/6/22,420.52,3/7/22,454.27,3/4/22,431.75,0.006768417,0.000111307,0.010150024,-0.013705875,-0.015817694,-0.04540089,0.080257776,-0.015947967
566,V,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,216,2/21/22,227.25,3/7/22,199.84,3/1/22,214.48,3/2/22,206.9,3/3/22,210.55,3/4/22,205,3/5/22,222.84,3/6/22,203.37,3/7/22,199.84,3/4/22,431.75,-0.007037037,-0.035341291,0.017641373,-0.026359535,0.08702439,-0.087372106,-0.017357526,-0.015947967
567,NDAQ,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,170.62,2/21/22,177.19,3/7/22,171.32,3/1/22,170.99,3/2/22,171.37,3/3/22,173.29,3/4/22,171.48,3/5/22,170.17,3/6/22,161.31,3/7/22,171.32,3/4/22,431.75,0.002168562,0.002222352,0.011203828,-0.010444919,-0.007639375,-0.052065581,0.062054429,-0.015947967
568,MSFT,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,294.31,2/21/22,303.19,3/7/22,288.53,3/1/22,296.4,3/2/22,295.36,3/3/22,302.89,3/4/22,294.29,3/5/22,290.18,3/6/22,272.51,3/7/22,288.53,3/4/22,431.75,0.007101356,-0.003508772,0.025494312,-0.028393146,-0.013965816,-0.060893239,0.058786834,-0.015947967
569,NTLA,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,97.14,2/21/22,95.95,3/7/22,66.34,3/1/22,92.97,3/2/22,80.43,3/3/22,84.67,3/4/22,70.12,3/5/22,85.51,3/6/22,78.07,3/7/22,66.34,3/4/22,431.75,-0.042927733,-0.13488222,0.052716648,-0.171843628,0.21948089,-0.087007368,-0.150249776,-0.015947967
570,EL,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,295.52,2/21/22,313.31,3/7/22,285.08,3/1/22,294.99,3/2/22,289.47,3/3/22,294.4,3/4/22,286.78,3/5/22,300.05,3/6/22,281.98,3/7/22,285.08,3/4/22,431.75,-0.001793449,-0.018712499,0.017031126,-0.025883152,0.046272404,-0.060223296,0.010993687,-0.015947967
571,CVS,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,101.29,2/21/22,105.49,3/7/22,104.49,3/1/22,103.21,3/2/22,103.01,3/3/22,104.49,3/4/22,102.71,3/5/22,102.54,3/6/22,100.26,3/7/22,104.49,3/4/22,431.75,0.018955474,-0.001937797,0.014367537,-0.017035123,-0.001655146,-0.022235225,0.042190305,-0.015947967
572,ECL,Donald Sternoff Beyer Jr.,Sale,1001,Representatives,"$1,001-$15,000",2/28/22,176.98,2/21/22,187.46,3/7/22,166.92,3/1/22,175.48,3/2/22,170.9,3/3/22,174.64,3/4/22,168.78,3/5/22,177.99,3/6/22,170.34,3/7/22,166.92,3/4/22,431.75,-0.008475534,-0.02609984,0.021884143,-0.033554741,0.054568077,-0.042979943,-0.020077492,-0.015947967
573,ISRG,Donald Sternoff Beyer Jr.,Sale,15001,Representatives,"$15,001-$50,000",2/28/22,290.21,2/21/22,291.53,3/7/22,300.5,3/1/22,289.96,3/2/22,294.15,3/3/22,301.22,3/4/22,296.71,3/5/22,284.95,3/6/22,266.22,3/7/22,300.5,3/4/22,431.75,-0.000861445,0.014450269,0.024035356,-0.014972445,-0.03963466,-0.06573083,0.128765683,-0.015947967
574,YUM,David E. Price,Purchase,1001,Representatives,"$1,001-$15,000",2/16/22,122.65,2/9/22,127.91,2/23/22,124.7,2/17/22,123.59,2/18/22,123.24,2/19/22,122.37,2/20/22,118.49,2/21/22,124.7,2/22/22,125.02,2/23/22,124.7,2/23/22,432.66,0.007664085,-0.002831944,-0.007059396,-0.031707118,0.052409486,0.002566159,-0.00255959,-0.026806028
575,KMB,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",2/10/22,131.15,2/3/22,135.86,2/17/22,130.91,2/11/22,131.55,2/12/22,131.89,2/13/22,128.86,2/14/22,132.33,2/15/22,132.69,2/16/22,131.34,2/17/22,130.91,2/16/22,443.93,0.003049943,0.002584569,-0.02297369,0.026928449,0.002720472,-0.01017409,-0.003273945,-0.043093898
576,NUVA,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",2/14/22,50.44,2/7/22,49.95,2/21/22,51.98,2/15/22,50.13,2/16/22,52.67,2/17/22,51.98,2/18/22,50.27,2/19/22,50.13,2/20/22,52.67,2/21/22,51.98,2/18/22,437.33,-0.006145916,0.050668263,-0.013100437,-0.032897268,-0.002784961,0.050668263,-0.013100437,-0.065693763
577,HXL,Lois Frankel,Sale,1001,Representatives,"$1,001-$15,000",2/10/22,53.8,2/3/22,52.84,2/17/22,56.56,2/11/22,54.79,2/12/22,55.85,2/13/22,56.56,2/14/22,54.16,2/15/22,54.61,2/16/22,55.85,2/17/22,56.56,2/16/22,443.93,0.018401487,0.019346596,0.012712623,-0.042432815,0.008308715,0.022706464,0.012712623,-0.043093898
578,TSLA,Michael Garcia,Purchase,15001,Representatives,"$15,001-$50,000",2/23/22,830.43,2/16/22,914.05,3/2/22,872.13,2/24/22,700.39,2/25/22,809.23,2/26/22,913.26,2/27/22,861.57,2/28/22,815.01,3/1/22,869.68,3/2/22,872.13,3/1/22,435.04,-0.156593572,0.155399135,0.128554305,-0.056599435,-0.054040879,0.067078932,0.002817128,-0.002103268
579,AAPL,Pete Sessions,Purchase,1001,Representatives,"$1,001-$15,000",2/23/22,165.54,2/16/22,171.85,3/2/22,164.39,2/24/22,152.58,2/25/22,163.84,2/26/22,171.03,2/27/22,167.37,2/28/22,163.06,3/1/22,164.7,3/2/22,164.39,3/1/22,435.04,-0.078289235,0.073797352,0.043884277,-0.021399754,-0.025751329,0.010057647,-0.00188221,-0.002103268
580,MSFT,Pete Sessions,Purchase,1001,Representatives,"$1,001-$15,000",2/23/22,290.18,2/16/22,298.37,3/2/22,295.36,2/24/22,272.51,2/25/22,295.14,2/26/22,296.36,2/27/22,293.77,2/28/22,294.31,3/1/22,296.4,3/2/22,295.36,3/1/22,435.04,-0.060893239,0.083042824,0.004133631,-0.008739371,0.001838173,0.007101356,-0.003508772,-0.002103268
